objectid,parentid,title,creator,film,source,date,description,subject,timestamp,angle,distance,location,movement,lighting,composition,duration,identifier,type,format,language,rights,rightsstatement,display_template,object_location,image_small,image_thumb,image_alt_text,object_transcript
punc-11730,,PUNC-11730,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,1:17:30,low,medium shot,interior,mobile; pan,,single shot,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-11730/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-11730/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-11730/tiles/full/300,169/0/default.jpg",A man gestures angrily while pacing and speaking loudly on the phone.,
punc-11732,,PUNC-11732,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,1:17:32,eye-level,medium shot,interior,mobile; handheld,,single shot,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-11732/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-11732/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-11732/tiles/full/300,169/0/default.jpg",A woman talks on the phone through her headset.,
punc-11737,,PUNC-11737,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,1:17:37,eye-level,medium shot,interior,mobile; handheld,,single shot,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-11737/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-11737/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-11737/tiles/full/300,169/0/default.jpg",A woman speed-dials a phone.,
punc-11738,,PUNC-11738,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,1:17:38,low,establishing shot,exterior,mobile; tracking,,single shot,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-11738/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-11738/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-11738/tiles/full/300,169/0/default.jpg","A furniture and mattress store, with a man inside.",
punc-11745,,PUNC-11745,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,1:17:45,low,medium shot,interior,mobile; tracking,,single shot,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-11745/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-11745/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-11745/tiles/full/300,169/0/default.jpg",A man working reaches to pick up the phone.,
punc-11746,,PUNC-11746,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,1:17:46,low,long shot,interior,mobile; tracking,,single shot,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-11746/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-11746/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-11746/tiles/full/300,169/0/default.jpg",A man picks up the phone.,
punc-11757,,PUNC-11757,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,1:17:57,low,medium shot,interior,mobile; tracking,,single shot,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-11757/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-11757/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-11757/tiles/full/300,169/0/default.jpg",A man turns around and speaks on the phone.,
punc-11805,,PUNC-11805,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,1:18:05,low,medium shot,interior,mobile; pan,,single shot,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-11805/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-11805/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-11805/tiles/full/300,169/0/default.jpg",A man paces quickly and talks on the phone.,
punc-11813,,PUNC-11813,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,1:18:13,low,medium shot,interior,mobile; pan,,single shot,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-11813/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-11813/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-11813/tiles/full/300,169/0/default.jpg",A man paces quickly and talks on the phone.,
punc-11814,,PUNC-11814,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,1:18:14,low,medium shot,interior,mobile; pan,,single shot,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-11814/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-11814/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-11814/tiles/full/300,169/0/default.jpg",A man paces and talks on the phone.,
punc-11840,,PUNC-11840,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,1:18:40,low,close-up,interior,mobile; handheld,,single shot,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-11840/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-11840/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-11840/tiles/full/300,169/0/default.jpg",A man yells into the phone.,
punc-11853,,PUNC-11853,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,1:18:53,low,medium shot,interior,mobile; tracking; pan,,single shot,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-11853/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-11853/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-11853/tiles/full/300,169/0/default.jpg","A man gestures emphatically, yelling into the phone.",
punc-11919,,PUNC-11919,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,1:19:19,low,close-up,interior,mobile; handheld,,single shot,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-11919/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-11919/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-11919/tiles/full/300,169/0/default.jpg",A man pauses nervously while on the phone.,
punc-11926,,PUNC-11926,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,1:19:26,low,medium shot,interior,mobile,,single shot,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-11926/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-11926/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-11926/tiles/full/300,169/0/default.jpg",A man yells into the phone.,
punc-11937,,PUNC-11937,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,1:19:37,overhead,medium shot,interior,fixed,high key,single shot,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-11937/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-11937/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-11937/tiles/full/300,169/0/default.jpg",A woman lying on a hospital bed speaks with someone offscreen.,
punc-11952,,PUNC-11952,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,1:19:52,low,medium shot,interior,mobile; tracking; pan,,single shot,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-11952/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-11952/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-11952/tiles/full/300,169/0/default.jpg","A man holding a phone to his ear runs out of an office, the phone cord disconnecting.",
punc-11955,,PUNC-11955,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,1:19:55,low,medium shot,interior,mobile; tracking; pan,low key,single shot,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-11955/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-11955/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-11955/tiles/full/300,169/0/default.jpg","A man holding a phone to his ear runs out of an office, the phone cord disconnecting.",
punc-12002,,PUNC-12002,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,1:20:02,low,full shot,exterior,mobile; pan; tilt,backlighting,single shot,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-12002/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-12002/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-12002/tiles/full/300,169/0/default.jpg","A man runs out of a garage, holding a phone to his ear, the cord trailing behind him.",
punc-12011,,PUNC-12011,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,1:20:11,low,medium shot,exterior,mobile; pan; tilt,backlighting,single shot,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-12011/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-12011/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-12011/tiles/full/300,169/0/default.jpg","A man runs down an alley, holding a phone to his ear, the cord trailing behind him.",
punc-12014,,PUNC-12014,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,1:20:14,eye-level,medium shot,interior,mobile; pan,low key,single shot,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-12014/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-12014/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-12014/tiles/full/300,169/0/default.jpg",A man walks up behind a hospital curtain.,
punc-12019,,PUNC-12019,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,1:20:19,eye-level,medium shot,interior,mobile; pan,,single shot,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-12019/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-12019/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-12019/tiles/full/300,169/0/default.jpg",A man peers around a hospital curtain.,
punc-12021,,PUNC-12021,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,1:20:21,low,medium shot,interior,mobile; tracking; pan,,group shot,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-12021/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-12021/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-12021/tiles/full/300,169/0/default.jpg","A man walks out of a hospital room and into the lobby, holding a phone receiver behind his back.",
punc-12025,,PUNC-12025,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,1:20:25,low,plan américain,interior,mobile; tracking; pan,,group shot,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-12025/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-12025/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-12025/tiles/full/300,169/0/default.jpg","A man paces around a hospital lobby, speaking to a receptionist.",
punc-12039,,PUNC-12039,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,1:20:39,low,medium shot,interior,mobile; tracking; pan,,group shot,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-12039/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-12039/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-12039/tiles/full/300,169/0/default.jpg","A man stands at a hospital reception desk, speaking with a receptionist.",
punc-12055,,PUNC-12055,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,1:20:55,low,medium shot,interior,mobile; crane; tilt,,group shot,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-12055/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-12055/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-12055/tiles/full/300,169/0/default.jpg",A man stands in a hospital lobby.,
punc-12112,,PUNC-12112,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,1:21:12,low,medium shot,interior,mobile; pan; tilt,,single shot,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-12112/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-12112/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-12112/tiles/full/300,169/0/default.jpg",A man paces and talks on the phone.,
punc-12118,,PUNC-12118,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,1:21:18,,,,,,,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-12118/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-12118/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-12118/tiles/full/300,169/0/default.jpg",Bright lights flash across the screen.,
punc-12123,,PUNC-12123,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,1:21:23,low,establishing shot,exterior,fixed,,,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-12123/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-12123/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-12123/tiles/full/300,169/0/default.jpg",A furniture and mattress store fades in as thick stripes of red and blue fade out.,
punc-12135,,PUNC-12135,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,1:21:35,low,establishing shot,exterior,fixed,high key,single shot,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-12135/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-12135/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-12135/tiles/full/300,169/0/default.jpg",A man walks crosses a parking lot to enter a furniture and mattress store.,
punc-12146,,PUNC-12146,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,1:21:46,low,medium shot,interior,mobile; tracking,low key,two shot,long take,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-12146/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-12146/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-12146/tiles/full/300,169/0/default.jpg","A woman stands behind a seated man, cutting his hair, and they look up in unison.",
punc-12201,,PUNC-12201,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,1:22:01,low,full shot,interior,mobile; tracking,low key,three shot,long take,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-12201/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-12201/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-12201/tiles/full/300,169/0/default.jpg","A man stands in the doorway, looking at the two others.",
punc-12212,,PUNC-12212,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,1:22:12,low,full shot,interior,mobile; tracking,low key,three shot,long take,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-12212/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-12212/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-12212/tiles/full/300,169/0/default.jpg","A man stands in the doorway, looking at the two others.",
punc-12216,,PUNC-12216,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,1:22:16,eye-level,medium shot,interior,fixed,low key,two shot,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-12216/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-12216/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-12216/tiles/full/300,169/0/default.jpg",A standing woman and seated man stare.,
punc-12226,,PUNC-12226,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,1:22:26,eye-level,medium shot,interior,mobile; handheld,low key,single shot,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-12226/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-12226/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-12226/tiles/full/300,169/0/default.jpg",A man steps forward and speaks.,
punc-12232,,PUNC-12232,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,1:22:32,eye-level,close-up,interior,fixed,low key,single shot,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-12232/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-12232/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-12232/tiles/full/300,169/0/default.jpg",A man holds up a finger under a hairstyling cape.,
punc-12250,,PUNC-12250,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,1:22:50,eye-level,full shot,interior,mobile; handheld; pan; tracking,low key,two shot,long take,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-12250/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-12250/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-12250/tiles/full/300,169/0/default.jpg",A man rises and walks forward.,
punc-12252,,PUNC-12252,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,1:22:52,eye-level,medium shot,interior,mobile; handheld; pan; tracking,low key,single shot,long take,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-12252/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-12252/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-12252/tiles/full/300,169/0/default.jpg",A man steps forward as he speaks.,
punc-12332,,PUNC-12332,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,1:23:32,eye-level,medium shot,interior,mobile; handheld; pan; tracking,low key,two shot,long take,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-12332/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-12332/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-12332/tiles/full/300,169/0/default.jpg","Two men talk, face-to-face.",
punc-12349,,PUNC-12349,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,1:23:49,eye-level,medium shot,interior,mobile; handheld,low key,single shot,long take,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-12349/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-12349/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-12349/tiles/full/300,169/0/default.jpg","One man walks away, while the other stands still.",
punc-12358,,PUNC-12358,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,1:23:58,eye-level,full shot,interior,mobile; tracking,,three shot,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-12358/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-12358/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-12358/tiles/full/300,169/0/default.jpg",A man gestures threateningly with a phone in his hand.,
